comment,emoji_sentiment,caps_count,yelling_alert,profanity_score,polarity,subjectivity,length,num_words
i was pleasant surprised by the organisation and service of this airport despite being huge it is never chaotic the officials are professional and the people are very helpful see you soon again,0.0,0,0,0.0030475096470240957,0.3066666666666667,0.6333333333333333,0.6469064692321347,0.40336027501570076
great airport but can be overwhelming and confusing if you ve never been,0.0,0,0,0.013202307360244378,0.3333333333333333,0.7166666666666667,-0.8560383313498886,-0.8827225866135604
worst overall customer service i will avoid this airport in the future as much as possible,0.0,0,0,0.14464585471099195,-0.25,0.53125,-0.6324597659740504,-0.6898101573691712
places people come out from flights not well marked,0.0,0,0,0.04491661184820827,0.1,0.6,-1.116879990955033,-1.1399391589394126
this lot is huge and there is lots of traffic i got into an accident there the other day because there are no stop signs anywhere and not even surface markings suggesting where to stop this is a really dangerous lot if you go here please be careful and watch out for other vehicles,0.0,0,0,0.028411042171895134,-0.10999999999999999,0.71,1.739957233291788,1.7537472797264249
my friends and i and our kids came here a couple weeks ago and we loved it the jellyfish mirror room was something like i ve never seen before along with so many seahorses together we loved it,0.0,0,0,0.10791186214353368,0.6333333333333333,0.7000000000000001,0.6344854378223659,0.724880990423016
went for zoo lights had a good time took about hour to see everything,0.0,0,0,0.019596359714987133,0.7,0.6000000000000001,-0.893301425579195,-0.8184184435320973
nice airport but food options are lacking in concourse a,0.0,0,0,0.015539811910017038,0.6,1.0,-1.0547748339061893,-1.0756350158579495
wish honolulu int airport is like this family can come in to the baggage claim area so they can help with your luggage,0.0,0,0,0.04367216280606715,0.0,0.0,-0.2846708865005244,-0.2396811557989298
day at the zoo i was very impressed this zoo they have a lot to do to keep the whole family busy for the day with rides as well as educational purposes my daughter and i had a great time and i will be going back it is cheaper to buy your tickets on line,0.0,0,0,0.01355365180309949,0.39166666666666666,0.45,1.3921683538182619,1.818051422807888
this experience is not worth the ticket price it is interesting but they should add more figures i enjoyed the props and that it is tactile they also need better more relevant souvenirs,0.0,0,0,0.010790504788505255,0.39285714285714285,0.5285714285714286,0.5475382179539844,0.40336027501570076
smooth process until looking for rental car pickup kind of got turn around not a huge setback but enough to say better signage,0.0,0,0,0.02938530963493833,0.25999999999999995,0.6599999999999999,-0.18530263522237408,-0.2396811557989298
is the parking fee real annual membership not for next year,0.0,0,0,0.035394414016254185,0.1,0.15000000000000002,-1.017511739676883,-1.0113308727764865
really clean and people are very nice and helpful,0.0,0,0,0.026531139467438118,0.5733333333333334,0.8500000000000001,-1.1417220537745707,-1.1399391589394126
they need to get lockers for people to store carry on bags during extended layers,0.0,0,0,0.012487280391209277,0.0,0.0,-0.7442490486619695,-0.7541143004506342
most of the food locations were closed and there seemed to be a lot of shut downs with the rides,0.0,0,0,0.2223729076608151,0.2,0.3,-0.5579335775154377,-0.43259358504331896
you can travel without a passport original pieces vicar sin passport,0.0,0,0,0.08469355584151647,0.375,0.75,-0.9057224569889638,-1.0113308727764865
this could not have come at a better time listclass upgrade americanairlines float dca travel thanksamericanairlines worktrip amiabossnow,0.0,0,0,0.026148354410260977,0.5,0.5,-0.04867128971491742,-0.5612018712062451
you are the best honestly give him a raise,0.0,0,0,0.39440838775970194,0.8,0.6,-1.2286692736429523,-1.1399391589394126
almost every restaurant closes at pm th the couple of places that stay open have no staff and extremely long lines it s ridiculous,0.0,0,0,0.18918057059885335,-0.12777777777777777,0.6333333333333333,-0.13561850958329894,-0.17537701271746675
if you are in a wheelchair please use the family rest room before you go through sa there are no family assisted rest rooms at the gates they have rest rooms where you can relieve your pet animals but no wheelchair accessible family restrooms how dumb is that,0.0,0,0,0.12752424177274777,0.0,0.4375,1.4666945422768747,1.3679224212376466
a very cool and fun experience for the whole family,0.0,0,0,0.042551761245722304,0.3183333333333333,0.48166666666666674,-1.116879990955033,-1.0756350158579495
this is a big airport but the plane train which has an adorable name by the way makes it very manageable to travel from one end to the other quickly,0.0,0,0,0.028260334471063648,0.18166666666666664,0.45500000000000007,0.08796005579253924,0.2104478457713116
dealing with a foreigner at this price is very expensive and there are many pictures and videos that i do not recommend and thank you,0.0,0,0,0.005256197414471571,-0.07500000000000001,0.705,-0.09835541535399257,-0.11107286963600368
great day adventure they re only about exhibits but all find and nice for a day dates,0.0,0,0,0.028906282302720653,0.4666666666666666,0.9166666666666666,-0.6945649230228944,-0.6255060142877081
really enjoyed the experience cos not get a hard copy map,0.0,0,0,0.06261321305614373,0.10416666666666666,0.6208333333333333,-1.0423538024964205,-1.0113308727764865
travel has picked up again and the airports are as busy as i have ever seen them short of holiday travel,0.0,0,0,0.058647196189709996,0.05,0.3,-0.4585653262372874,-0.3682894419618559
no money changing at the airport and completely smokefree a lot of as do not work either at some gates you do not even really get something to eat unless its candy if you have more time there and be able to go to another gate you get mcdonald s and a lot of nice bars restaurants prices were really ok pl are super nice and helpful,0.0,0,0,0.03744371252240815,0.4166666666666667,0.6114583333333333,2.3610088037802273,2.5897011397854444
the kids had fun but there were quite a few things that were not operational customer service here was very average the place was understated expect to wait in long lines,0.0,0,0,0.03706724409153165,-0.036250000000000004,0.30500000000000005,0.3612227468074526,0.27475198885277463
very poor management got my bags after hrs horrible services,0.0,0,0,0.180400789111828,-0.76,0.89,-1.005090708267114,-1.0756350158579495
we went today barely any animals out was not worth the we spent to go,0.0,0,0,0.04854580664801484,-0.06666666666666667,0.10000000000000002,-0.893301425579195,-0.7541143004506342
if you wondering how clean the water on the spray ground might be,0.0,0,0,0.006319297969655585,0.3666666666666667,0.7000000000000001,-0.9429855512182701,-0.8827225866135604
flew in at pm and was amazed to find an almost empty airport old great timing for me no line for the restroom,0.0,0,0,0.19772673489744214,0.26666666666666666,0.48333333333333334,-0.39646016918844346,-0.2396811557989298
wonderful we enjoyed our visit to aquarium very much beautiful exhibits as well as architecture would definitely go again,0.0,0,0,0.027259535789188855,0.5875,0.8,-0.24740779227121804,-0.496897728124782
thelivingdesert low is so magical nothing is better than giraffe at play during dusk much needed family time smiling face with heart eyes,0.4588,0,0,0.06412797996051647,0.3,0.5,-0.04867128971491742,-0.2396811557989298
biggest ver ut rea flights in a ut people very here to et in the right direction beating face with smiling eyes,0.4588,7,1,0.12615188888409362,0.24285714285714285,0.4178571428571428,-0.3716181063689059,-0.30398529888039283
mediocre water park there are spots that just week of urine smell the filtration system needs some lc right before lunch hour they re already out of half the menu get it together white water,0.0,0,0,0.15314788362066317,-0.09523809523809523,0.4255952380952381,0.6096433750028283,0.5319685611786269
the tram was slow multiple rides were closed even though it was a beautiful degree day hopefully it s better later in the season last year was amazing,0.0,0,0,0.03507460343288928,0.19375,0.37083333333333335,0.11280211861207681,0.08183955960838549
clean helpful workers organized easy to navigate,0.0,0,0,0.0038713756176064706,0.4,0.7666666666666667,-1.1541430851843395,-1.2685474451023386
disgusting behavior from this company especially the sa employee who inappropriately handled that customers animal terrible would give this review a if i could,0.0,0,0,0.07279130438162969,-0.6666666666666666,1.0,0.2245914012999959,-0.17537701271746675
to many people and most of them aren t following the whole feet apart thing,0.0,0,0,0.017283088525521066,0.3,0.375,-0.8187752371205822,-0.7541143004506342
clean but very busy friendly service a,0.0,0,0,0.024193765763227012,0.29055555555555557,0.53,-1.2783533992820273,-1.2685474451023386
great water park opened it was closed friends and i wanted to have some water fun sucks it s closed,0.0,0,0,0.317736728642451,0.12,0.29000000000000004,-0.5206704832861313,-0.43259358504331896
big variety of animals but the lines for the games and entrance are too long,0.0,0,0,0.010849191487979384,-0.025,0.25,-0.8063542057108135,-0.7541143004506342
i miss the later show and didn t really like the drone show,0.0,0,0,0.030292795887048196,0.1,0.1,-1.017511739676883,-0.8827225866135604
busiest airport in world should update their liquor laws for instance why can t you get to goes pianist in atrium was cool though,0.0,0,0,0.01175674937264386,0.35,0.65,-0.14803954099306774,-0.17537701271746675
airport is huge but with that comes options many restaurants places to have a drink and but gadgets and stuff divided into sections bcd with plenty gates at each one this is a delta hub but also served by many other airlines many international flights here as well as domestic continental you s great place,0.0,0,0,0.0326744696815914,0.321875,0.453125,2.0504830185360077,1.818051422807888
the zoo is ok just eat before you go unless you like paying for a cold hotdog in a cold bun for a soda or ridiculous amounts for beers drinks pretty much everything costs a lot so be prepared,0.0,0,0,0.10568552233683685,-0.09722222222222221,0.7833333333333333,0.6220644064125971,0.789185133504479
having seen the show we expected a larger much nicer experience at a person we were done in less than an hour most exhibitions were closed all in all i d say don t waste your time or money until it s done and fully opened again,0.0,0,0,0.03745162597489186,0.019047619047619053,0.25238095238095243,1.0692215371642735,1.3036182781561836
this place is way over crowded you buy your tickets with an appointment time and still aren t able to see all the exhibits this is the worst aquarium that i have ever visited,0.0,0,0,0.08191763703292063,-0.25,0.8125,0.41090687244652774,0.4676644180971638
good for the kids but the tickets are high we spent dollars for but if you go on this app group you will ave one,0.0,2,1,0.020281629905751684,0.25333333333333335,0.4133333333333334,-0.3591970749591371,-0.11107286963600368
midnight landing every delay possible attempting to circumvent storms but speech glad to be on the ground after being in new england for the week and mostly inside very cold meeting rooms walking out of airport into atlanta heat was a shock gh weary face,-0.2732,0,0,0.020136792374810537,0.07127272727272724,0.7909090909090909,1.4045893852280307,1.1750099919932575
friendly staff there clean environment we got in and got out fairly quickly arrive early and pack plenty of patience,0.0,0,0,0.022936320031252122,0.29375,0.5,-0.30951294932006196,-0.43259358504331896
a little dated seems worth the extra money to book the hotel where you can literally walk out the door right into the park,0.0,0,0,0.1344683859988646,0.09955357142857142,0.30892857142857144,-0.23498676086144923,-0.17537701271746675
indoor and out door part is nice especially if the weather isn t spring and summer are best times to go since not many flowers are blooming in the winter,0.0,0,0,0.030818779677221776,0.3375,0.7,0.1500652128413832,0.2104478457713116
manager area is a must see add on a special tour always a great time,0.0,0,0,0.009185150182378327,0.5785714285714286,0.6607142857142857,-0.9057224569889638,-0.7541143004506342
sat for hours to get loaded no restrooms for drivers but can keep you there for hours,0.0,0,0,0.030062543683058142,0.0,0.0,-0.6945649230228944,-0.6255060142877081
traveled twice from this airport twice my luggage was lost do the math everyone in uniform had no idea where to direct me continuously i was pointed in all different directions truthful i would stand at the door of this airport pay for passengers to travel elsewhere if i could afford it,0.0,0,0,0.03233514775931099,0.19999999999999998,0.5,1.8144834217504007,1.6251389935634988
fantastic place for all children as well as adults will enjoy the varied marine life and great interactive presentation,0.0,0,0,0.06342318418161419,0.5333333333333333,0.7166666666666667,-0.2722498550907556,-0.496897728124782
my grandson loves it but it is way overpriced especially the food and they don t take cash isn t that illegal,0.0,0,0,0.04051945264175659,-0.25,0.75,-0.39646016918844346,-0.30398529888039283
the woes and inconsistency of sa yet again face with symbols on mouth hatfield jackson atlanta international airport,0.0,0,0,0.08463725941773084,0.0,0.0,-0.30951294932006196,-0.5612018712062451
as always too busy and crowded,0.0,0,0,0.03441661190606951,0.1,0.3,-1.3777216505601777,-1.3328515881838017
be ready to walk to go from one place to another not only you need to walk then take a train just to go get your luggage,0.0,0,0,0.08918740149636212,0.1,0.75,-0.2598288236809868,0.017535416526922424
so small so expensive so dirty and so disorganized if you go buy six in advance because they re timed,0.0,0,0,0.1545046378350521,-0.45,0.6333333333333334,-0.49582842046659376,-0.43259358504331896
and i definitely touched a live sturgeon sheddaquarium chicago fish travel,0.0,0,0,0.02531046260848263,0.06818181818181818,0.5,-0.831196268530351,-1.0113308727764865
great airport every airport needs a dog getting station,0.0,0,0,0.02353124116692542,0.8,0.75,-1.067195865315958,-1.1399391589394126
standing person in suit levitating at the shore globe showing americas is where i must be flag in hole a day well spent at vancouver aquarium heart on fire heart on fire heart hands vanaqua,0.0,0,0,0.08837523205752378,-0.1,0.1,0.5972223435930595,0.5319685611786269
good thumbs up original thumbs up,0.0,0,0,0.012773784235559619,0.5375,0.675,-1.3404585563308713,-1.3328515881838017
clean and well organized but has only one bar cafe before security check in,0.0,0,0,0.00804465683276385,0.18333333333333335,0.8500000000000001,-0.8187752371205822,-0.8184184435320973
you can learn a lot about darn near anything in a place like this,0.0,0,0,0.08970580142274517,0.1,0.4,-0.9429855512182701,-0.8184184435320973
extremely long lines very busy videos enjoyed themselves,0.0,0,0,0.03465522198387839,0.19333333333333333,0.49666666666666665,-1.0547748339061893,-1.2042433020208756
oldest morning of the season in atlanta hatfield jackson atlanta international airport dipped to degrees this a the coldest since april when it registered degrees below is a roundup of some of our coldest spots this morning how cold did it get at your house,0.0,0,0,0.019679086403489296,-0.3,0.5,1.441852479457337,1.1750099919932575
very price through the mirror maze in less than minutes,0.0,0,0,0.126611480962533,0.016666666666666677,0.18333333333333332,-1.067195865315958,-1.0756350158579495
veryclean zoo friendly and helpful staff many animals to see,0.0,0,0,0.02395377511136052,0.4375,0.5,-1.005090708267114,-1.0756350158579495
the space center itself is okay i m not sure that little kids would stay too connected to it because it s a lot of reading and not as much hands on the christmas light show however was fabulous i would definitely do that again overall this is a great place to visit,0.0,0,0,0.026700183448368033,0.17625000000000002,0.513888888888889,1.5412207307354875,1.6894431366449618
great aquarium wonderful exhibits covering by aquatic areas and the differences also covered the artic and tropical areas which was a surprise even a rain forest to walk through should be on your list if visiting the city,0.0,0,0,0.026681862066504018,0.9,0.875,0.9946953487056607,0.724880990423016
hotel the staff was very nice the hotel is a dump our room had a shower that didn t work well face coming out of the wall restaurants were filthy food on floor and tables floor was sticky we had a day trip planned we left after only,0.0,0,0,0.2070931921634585,-0.0050000000000000044,0.75,1.1313266942131175,1.3679224212376466
manageable size zoo to be able to see in an afternoon not many animals to see although the most common ones are there on very busy vacation times parking is imposible,0.0,1,0,0.011036049202688351,0.11600000000000002,0.503,0.31153862116837744,0.27475198885277463
a little hectic with construction but thankful for the help from the employees,0.0,0,0,0.08769468969437706,-0.1875,0.5,-0.7815121428912759,-0.8827225866135604
park a little outdated but pleasant to visit park a little outdated but pleasant to visit,0.0,0,0,0.05720284104708138,0.048611111111111056,0.7000000000000001,-0.6448807973838192,-0.6898101573691712
me and my sister had a blast but most of the was images did not impress us,0.0,0,0,0.017198064550098993,0.5,0.5,-0.831196268530351,-0.6255060142877081
excellent airport lots of food and shops play slots too,0.0,0,0,0.048662414676345224,1.0,1.0,-1.067195865315958,-1.0756350158579495
very average aquarium but i m from florida so hard to compare,0.0,0,0,0.03456466181829736,-0.24333333333333335,0.5308333333333333,-0.9926696768573453,-0.9470267296950234
large crowded but works like a well filed machine everyone has their jobs and are efficient and effective,0.0,0,0,0.02556820716253666,0.40714285714285714,0.6142857142857143,-0.4461442948275186,-0.5612018712062451
ridiculous cancelled my flight for hours,0.0,0,0,0.2501116741480157,-0.3333333333333333,1.0,-1.25351133646249,-1.3328515881838017
a whole day of enjoyable walking the weather was perfect not to warm no wind food tickets was price,0.0,0,0,0.0620788703227669,0.575,0.65,-0.5206704832861313,-0.496897728124782
the exhibits are all spacious and intriguing however some of the smaller interactive displays are typically out of order,0.0,0,0,0.0055003668842322035,0.04444444444444446,0.4666666666666666,-0.2598288236809868,-0.496897728124782
it s quick and easy if you have clear and sa precheck i glide through i fly almost twice a month so it s not too bad i also have the alex platinum card to get me into the escape lounge in terminal b i can t really complain about this airport it s a necessity for me to conduct business,0.0,0,0,0.016336848558702332,0.19444444444444445,0.5805555555555556,1.789641358930863,2.203876281296666
so dirty ants all over the sticky seats we couldn t even sit down the windows are dirty also can to up,0.0,0,0,0.4268990501759129,-0.4518518518518519,0.6296296296296297,-0.483407389056825,-0.30398529888039283
the wre airport ver to tell you that when an incident happens they will do anything and everything not to report old yourself accountable the most ridiculous service ever to be received,0.0,4,1,0.11878120020009604,0.08888888888888889,0.5666666666666667,0.5475382179539844,0.3390561319342377
tiny park huge prices beautiful park but it is small not bad but the price for the tickets are really high for what the park delivers does not make sense,0.0,0,0,0.05914730978019707,0.25166666666666665,0.6677777777777777,0.1500652128413832,0.2104478457713116
so much more calm and low key than sf and oakland,0.0,0,0,0.022891310492345718,0.2,0.6375,-1.1417220537745707,-1.0113308727764865
handicap parking there were no available spots in lot a we had to park in ot d then had to walk to catch a tram it would have nice if trams drove through the lots to pick up those people who were,0.0,0,0,0.2687859239277783,0.19999999999999998,0.7,0.6717485320516723,0.9820975627488683
terminal a is under construction but it s clean uber came fast,0.0,0,0,0.0264892495859492,0.2833333333333333,0.65,-0.9802486454475765,-0.9470267296950234
the place is awesome except the waiting time min when geoland working hours is am to pm only you will be able to ride in attractions maximum,0.0,1,0,0.020842052906913495,0.5,0.875,-0.011408195485611063,0.017535416526922424
it required a lot of walking this was difficult for this year old retired with knee injuries but we made our connection praise god,0.0,0,0,0.017876368247222538,-0.2,0.6,-0.13561850958329894,-0.17537701271746675
wasn t changes since i was there years ago rude parents let there kids run wild jumping in front of you while you ve taken your turn to see the exhibit,0.0,0,0,0.04843361927516024,-0.09999999999999999,0.5,0.12522315002184561,0.27475198885277463
some chick named sierra or something like that who was working at the swamp thing is extremely rude won t be visiting again,0.0,0,0,0.06586306481320542,-0.3,0.6,-0.22256572945168046,-0.2396811557989298
lot of new stuff kids love the hands on activities ride lines weren t too bad,0.0,0,0,0.03361135023195739,-0.021212121212121165,0.5737373737373738,-0.7939331743010447,-0.6898101573691712
very expensive would not recommend save your money,0.0,0,0,0.02177394531869804,-0.65,0.9099999999999999,-1.129301022364802,-1.2042433020208756
this airport is always clean and the wheelchair helpers are always so friendly and helpful i like the small size too,0.0,0,0,0.03337135872763071,0.1638888888888889,0.5333333333333333,-0.30951294932006196,-0.3682894419618559
you can t use gift certificates online or over the phone love dolly but they need to catch up with the times,0.0,0,0,0.029341257739277232,0.5,0.6,-0.40888120059821226,-0.30398529888039283
always a must have when inside sp,0.0,0,0,0.02406569352881372,0.0,0.0,-1.3404585563308713,-1.2685474451023386
expensive original,0.0,0,0,0.023455954123543205,-0.0625,0.725,-1.526774027477403,-1.590068160509654
the airport is always going through construction which is frustrating traffic is still not the best but overall it s one of the best airports to travel through,0.0,0,0,0.018038216302435316,0.4,0.375,0.2245914012999959,0.08183955960838549
not as interesting as expected but it was big and widespread,0.0,0,0,0.014998712210297199,0.13333333333333333,0.3333333333333333,-1.005090708267114,-1.0113308727764865
nice zoo but on the smaller side like many people who saw the tv show i wanted to see the zoo first hand a lot of the animals were not visible for a variety of reasons the managers made up for a lot it was great,0.0,0,0,0.010533931595203726,0.43000000000000005,0.6166666666666667,0.8704850346079729,1.2393141350747205
why is the airport speaker this loud loudly crying face we have earplugs in our ears it s that loud hatfield jackson atlanta international airport,-0.4767,0,0,0.05859693058302209,0.0,0.55,0.06311799297300166,-0.11107286963600368
the line going through sa was decent the shuttle that gets you to the gate is clean and efficient the personnel were very nice good experience,0.0,0,0,0.005894201170915546,0.5033333333333334,0.7416666666666667,0.013433867333926512,-0.04676872655454063
is you have sa pre check count on minutes from airport south terminal entrance to your gate,0.0,0,0,0.011987028697539832,0.0,0.0,-0.6200387345642816,-0.6255060142877081
this flight is going to be packed af good thing i had a cocktail so i can go to sleep through the children crying winning face with tongue hatfield jackson atlanta international airport on my way to tucson,0.0,0,0,0.165710951771572,0.25,0.48750000000000004,0.7959588461493601,0.724880990423016
great for young kids lego themed adventure playground with lego store at the end,0.0,0,0,0.024208943327876997,0.45,0.575,-0.7566700800717383,-0.8184184435320973
i usually live bradley just this time flight was canceled,0.0,0,0,0.10224768194284022,0.13636363636363635,0.5,-1.0423538024964205,-1.0756350158579495
i love the ease of getting in and out of the sacramento airport their recent remodeling really took it to a new level,0.0,0,0,0.012416864029814982,0.20909090909090908,0.37613636363636366,-0.29709191791029316,-0.2396811557989298
kids loved it make sure to get the stamp rally also might want to consider eating lunch before going since lunch was kind of spar,0.0,0,0,0.035157716703196236,0.6,0.862962962962963,-0.14803954099306774,-0.11107286963600368
lots of fun for kids years old older kids and adults can enjoy a good time too,0.0,0,0,0.12656110426093348,0.3333333333333333,0.3666666666666667,-0.7815121428912759,-0.6255060142877081
very nice aquarium smaller than i thought it would be inside but still had a good time staff was very friendly and helpful,0.0,0,0,0.010224484150340333,0.491875,0.6875,-0.23498676086144923,-0.2396811557989298
very large airport made it to our connecting flight to myrtle beach,0.0,0,0,0.006241651096975381,0.2785714285714286,0.5571428571428572,-0.9181434883987325,-0.9470267296950234
it s a museum in the airport if you have time walk between t and gates a f using the lower level don t take the tram you will see the history of atl as well as great art the system of drop off pick up for arrivals departures is just stupid,0.0,0,0,0.21687033925337357,5.551115123125783e-17,0.875,1.2182739140814989,1.6251389935634988
a great day enjoyed our time there also with our grand children,0.0,0,0,0.12338134004077281,0.6,0.8166666666666668,-0.9678276140378077,-0.9470267296950234
very intuitive and organized very intuitive and organized,0.0,0,0,0.005274617927065154,0.2,0.3,-1.0423538024964205,-1.2042433020208756
your lucky if your plane is fit to fly out of this airport this is the second time in a month we ve had an issue with an our plane flying delta who is watching out for maintenance on these planes,0.0,0,0,0.009643364894588394,0.38333333333333336,0.5333333333333333,0.6717485320516723,0.9177934196674052
of the shops food places were closed power plugs are not very abundant some airlines have a lot at thier gates but not all airlines have some i think the airport should do something about it and not leave it up to the airlines,0.0,0,0,0.03110388636989494,-0.16538461538461535,0.4153846153846153,1.0568005057545047,1.1107058489117945
so much to do the park was very busy glad the kids had trail passes,0.0,0,0,0.039508702553968836,0.27666666666666667,0.53,-0.9181434883987325,-0.7541143004506342
with the rest of georgia wide open and imposing zero covid restrictions it would be great for this airport to follow suit people are traveling and the airport is crowded but restaurants remain closed and there are absolutely zero amenities in the t gates it s terrible i mean if your idea of good food comes from a vending machine you re all set otherwise the struggle is real,0.0,0,0,0.030388445218795357,0.043055555555555555,0.5819444444444444,2.919955217219823,2.7183094259483704
convenient and reasonably priced long term parking and many eating options,0.0,0,0,0.016676409241229827,0.21666666666666667,0.5,-0.831196268530351,-1.0113308727764865
great time and tons of fun just wish there were bigger walkways or some traffic flow control because people were jammed together and it was hard getting around because of it,0.0,0,0,0.036157763900369747,0.14166666666666666,0.5183333333333333,0.39848584103675894,0.27475198885277463
expected a lot more for the price we had adults and child for which we paid just didn t think it was worth the price for a min tour around the building i would go elsewhere,0.0,0,0,0.012205100482372777,0.2333333333333333,0.3333333333333333,0.38606480962699014,0.5962727042600899
took my son yesterday to the hotel and park and had the worst experience spent so much money and he only got on two rides because they kept shutting the rides down after waiting over an hour in line ruined his whole birthday,0.0,0,0,0.1758457756434451,-0.14259259259259263,0.49814814814814806,1.031958442934967,1.0464017058303312
saw the float all were sleeping except fiona she was entertaining,0.0,0,0,0.05596794137859782,0.5,0.7,-0.9429855512182701,-1.0113308727764865
we were expecting more wax figures for the price we paid by are that this in a ace that will ing a rou of wo of more people up separately to et more aes tx,0.0,8,1,0.1393809011430516,0.5,0.5,0.17490727566092076,0.5319685611786269
there are also interactive sports playing football tennis etc which are not bad,0.0,0,0,0.03462208571287393,0.3499999999999999,0.6666666666666666,-0.7690911114815071,-0.8827225866135604
nearly everything was closed down but it was still a ton of fun it was the off season so ya but still great,0.0,0,0,0.017219317348953593,0.18888888888888888,0.3477777777777778,-0.42130223200798106,-0.2396811557989298
i think if you have kids and under they would love this place of us went and the price was with coupons and we were done by min or under too much wasn t worth it the guy behind the desk was super nice we truly wished we spent that kind of money elsewhere confused face,-0.3182,0,0,0.036099365260266456,0.18148148148148147,0.5518518518518518,1.5784838249647937,1.882355565889351
exceptional delta staff much appreciated,0.0,0,0,0.017532742445768565,0.43333333333333335,0.55,-1.25351133646249,-1.3971557312652647
easily accessed airport for early flight currently flight is delayed over hours with no apparent reason or update,0.0,0,0,0.004807438246796358,0.12708333333333333,0.4708333333333333,-0.3467760435493683,-0.5612018712062451
besides my flight being at a different terminal than printed overall there s not much more that one might expect to find when traveling through the atl airport i did have to go through additional search protocol at sa and even that was pleasant good airport,0.0,0,0,0.012528067600802212,0.23666666666666664,0.5333333333333334,1.441852479457337,1.2393141350747205
ordering from website is not refundable after days but ordering from outside website can be refundable until the day before visit very inconvenient,0.0,0,0,0.10902132311290509,-0.39,0.525,0.07553902438277045,-0.2396811557989298
absolutely amazing museum the dinosaur exhibits are endless and informative very much so kid friendly,0.0,0,0,0.00849878590093001,0.2775,0.6025,-0.49582842046659376,-0.7541143004506342
airport needs more signs indicating the direction of car rental center this was my first time to land at an airport and couldn t find the rental car center during my search for the rental center i ran into four other folks just as puzzled as myself as to the location of rental car center a recommendation from me would add signage at all baggage claim areas with directional arrows,0.0,0,0,0.015142306759878483,0.032142857142857154,0.2297619047619048,2.9944814056784357,2.7826135690298335
recent visit has many closed exhibits no getting zoo somehow electronic screen still on the login screen one computer hooked up to the internet so that you could search google freely not the same as it used to be real shame,0.0,0,0,0.01929482524525481,0.06666666666666667,0.3458333333333334,1.0195374115251983,0.9177934196674052
good airport but it is small with limited restaurants and long line to get through security,0.0,0,0,0.056584462250585686,0.08214285714285714,0.3857142857142857,-0.6200387345642816,-0.6898101573691712
great airport and easy to get around,0.0,0,0,0.011615979984950819,0.6166666666666667,0.7916666666666667,-1.303195462101565,-1.2685474451023386
it was ok some of the actresses there were right but some other don t look like them,0.0,0,0,0.07300947748276733,0.22023809523809523,0.4702380952380952,-0.7069859544326632,-0.5612018712062451
fine except transfer between delta flight was a hike in different terminals,0.0,0,0,0.008534873901657566,0.20833333333333334,0.55,-0.8187752371205822,-0.9470267296950234
you can t rent as a local with no flight without a credit card but they ll let you book with a debit card online woman facepalming medium dark skin tone,0.0,0,0,0.04795308668677883,-0.075,0.2,0.1376441814316144,0.27475198885277463
the identifying signage could be better located and more visible size color bolder for both parking and for the entrance to better help the elderly and handicapped,0.0,0,0,0.008940642622835178,0.5,0.5,0.27427552693907103,0.017535416526922424
the website says skip the line and buy tickets this is a big at ie they trick you and say that it is only the ticket booth line which is not existent you have to stand in line for a long time,0.0,0,1,0.023388134704194773,-0.016666666666666666,0.5,0.6220644064125971,0.9820975627488683
delta lost my luggage regular staff concerned about the carousel not working for over an hour only saving grace was delta employee geraldine she gave me some bugle because i was starving after hrs of waiting also gif required hostess to seat you yet there wasn t one for the minutes i waited again thank goodness for geraldine and the bugle,0.0,0,0,0.04563307411896617,0.0,0.5384615384615384,2.4727980864681465,2.203876281296666
pm sunday evening and all restaurants are closed international airport and delta hub,0.0,0,0,0.047901169042573175,-0.05,0.05,-0.7069859544326632,-0.8827225866135604
too busy waited hours to get into a lounge and they said they could only let us in hour before our departure when we had a hour layer,0.0,0,0,0.039874656228932985,0.05,0.65,-0.09835541535399257,0.08183955960838549
dirty crowded people with bad attitude,0.0,0,0,0.3043053880040877,-0.6499999999999999,0.7333333333333334,-1.2783533992820273,-1.3328515881838017
look at that sunrise a few projects from last year all across the up fire,-0.34,0,0,0.025265439443902932,-0.1,0.08333333333333334,-0.8436172999401198,-0.7541143004506342
the busiest airport looks like this today face with open mouth face with open mouth face with open mouth the inside looked like a ghost town atlantanights airportshuttle cityofatlanta coronavirus,0.0,0,0,0.44115855699358864,0.0,0.5,0.6717485320516723,0.2104478457713116
my favorite place can t stop seeing the beauty of creation,0.0,0,0,0.030234893555571112,0.5,1.0,-1.0299327710866517,-1.0113308727764865
fun but a bit crowded and understated making the wait times longer than they should be,0.0,0,0,0.026815709208850874,0.3,0.2,-0.6821438916131256,-0.6898101573691712
as a space enthusiast i enjoyed my time in the centre at nasa it s very informative and there are multiple shows during the day especially b is mind blowing i d recommend here everyone,0.0,0,0,0.11734854860323991,0.175,0.5,0.5351171865442156,0.5319685611786269
too many people not enough seats plan to sit on the floor if you are lucky lot of delays,0.0,0,0,0.17126492965313928,0.27777777777777773,0.6111111111111112,-0.657301828793588,-0.496897728124782
terminal e is disgusting the carpets are stained and dirty not to mention the garbage all over the floor the stores have very little water and the staff is just rude not impressed,0.0,0,0,0.3113502406312484,-0.5287499999999999,0.8100000000000002,0.47301202949537163,0.40336027501570076
most food and coffee places were closed but smaller airport pretty easy to maneuver,0.0,0,0,0.011141089424461313,0.2166666666666667,0.5866666666666667,-0.7194069858424319,-0.8184184435320973
